Review,Rating
"Produto superou as minhas espectativa...
E o prazo chegou antes do combinado",5
Bom,5
Chegou tudo certo muito satisfeito,5
Excelente. Atendeu minhas expectativas.,5
"Muito bom, não tenho o que reclamar.",5
"Produto de excelente qualidade, chegou antes do prazo previsto, vendedor atencioso, veio todo muito bem embalado e sem nenhum problema.",5
Meu smartphone chegou em boas condições e o envio até que foi rápido. Gostei muito do Xiaomi 👏🏻👏🏻,5
Bom,5
Tudo top,5
"Muito bom, veio bem embalado, amei a câmera o celular é lindo, houve um contra tempo mais o vendedor foi super atencioso, respondeu minhas dúvidas e me ajudou bastante, Obrigado ao vendedor pela paciência rs!",5
"produto atende as expectativas, a bateria dura bastante, ela não trava e é rápido, câmera boa, a única coisa é que ele esquenta um pouco quando esta carregando, fora isso um celular muito bom, que atende as necessidades",5
"Aparelho top, estou muito feliz com minha compra, tem muitas funções que eu ainda estou descobrindo, a entrega foi rápida, antes da data prevista.
Com relação a NF, vão me enviar por email, o carregador é igual do iphone, é só conectar o cabo USB em uma fonte normal pra usar, super tranquilo.",5
Produto de uma bom custo benefício.,5
Celular Excelente!!!,5
"Bem bom mesmo, bota a Apple pra mamar",5
"MUITO BOM CELULAR
CHEGOU RAPIDO ANTES DO PRAZO",5
Legal,5
"Estou feliz com a compra, e a entrega foi super fast rsrs 2 dias, amei",5
Produto veio dentro do prazo e nenhum problema com ele até então,5
"Comprei o celular para dar de presente ao meu sobrinho de 15 anos e ele adorou a qualidade das fotos a câmera e a duração da bateria,super recomendo.",5
"Eu amei o design do celular ele é extremamente fabulos, juro.
O reconhecimento facial é maravilhoso e a tela é grande e bonita. Este é meu primeiro android, saí de um iphone 6s para um Xiaomi redmi note 8, eu acho muito legal o sistema android e estou tentando me adaptar. A única coisa q eu nunca entendi é sobre a câmera, parece que na câmera frontal tem um ""blur"" na pele que deixa ela lisa e o rosto mais fino (ja tirei os efeitos todos), meu iphone me deixa com a cara mais gordinha e bronzeada enquanto o android me deixa branca e com a cara fina hahahahah vai entender, tirando isso o celular é maravilhoso (e isso nem é problema da xiaomi e sim de todos os androids).",5
"Comprei o celular a três meses mais ou menos, e estou comprando outro ( que ainda não chegou) super indico. Chegou em Alagoas com 4 dias, foi bem rápido. O celular veio com NF. Bem organizado. É original. A bateria é boa... Mas poderia ser melhor. Mas isso não tem a ver com quem vende e sim com quem fabrica né. O celular é TOP das galáxias.",5
"O aparelho é ótimo é a empresa vendedora tbm, chegou rápido é bem embalado.",5
"Superou as expectativas.
Câmera ótima, bateria super durável, resistente.",5
"Ótima câmera , a entrega super rápida, recebi também com um adaptador, versão global, original, com nota fiscal, parabéns ao vendedor",5
"Ele cumpre muito bem a suas obrigações, mas não espere rodar um jogo muito pesado como Genshin Impact ou Fortnite, a pesar de roda no minimo ele da muitas engasgadas.",5
Ótimo celular! Chegou bem rápido e realmente é muito bom! Tem um excelente custo benefício! Gostei demais!,5
"Perfeito, meu pai adorou! O celular veio lacrado, carregador padrão brasileiro. Chegou muitíssimo antes do previsto pela transportadora. Bem embalado e protegido. Ótima comunicação com o vendedor. Foi uma compra tranquila, sem estresse ou surpresas desagradáveis. Muito confiável! Recomendo muito! Obrigada!!",5
"chegou perfeitamente, lacrado, otimo produto",5
"Comprei com o vendedor ""TopeSK Store"", o celular chegou em uma semana, tudo certinho, original com todos os selos e certificados. O aparelho é muito bonito e de qualidade, ainda estou me adaptando pois sempre utilizei Samsumg. A câmera tem muitos recursos e as fotos ficam muito boas. Gostei bastante.",5
"Ele é perfeito, muito bonito, câmera é otima, bateria dura, e carrega super rápido. Recomendo.",5
Bom,5
"Um ótimo celular , bateria é boa a câmera tbm e boa!",5
Ótimo em tudo,5
"Produto sem explicação, ele é dem ais. Do jeito que eu pensei e precisava.",5
top demais,5
"Top, vale a pena!",5
MUITO BOM,5
Foi de presente de formatura pra minha filha. Ela ama este celular 💖,5
Top,5
Funciona muito bem,5
Bom mas a câmera não é muito boa,5
"A câmera é muito boa, porém a duração da bateria é curta.",5
"Aparelho muito bom
Recomendo",5
"Celular excelente, única porém é que não vem com fone de ouvido. Veio com nota fiscal.",5
muito bom,5
"Quando comprei o dólar estava super a baixo, paguei muito mais barato do que hoje em dia, eu adoro tudo nesse celular, ele tem uma configuração excelente, uma imagem super nítida e um áudio ótimo. Tenho a mais de 1 ano e acho incrível a durabilidade da bateria eu mexo muito e comigo dura mais de 24h. Ótimo investimento, adorei.",5
Muito bom celular a um preço ótimo ! Melhor que o note 9,5
"Chegou no prazo, bem embalado e com a nota fiscal. Tudo certo. O aparelho é ótimo para um uso intermediário.",5
"Esqueci esses dias que ele tem capacidade de 64gb e estava pensando se não estava muito lotada a memória. Não estava nem em 50%! Kkkkkkkkk
As fotos ficam muito boas e até na hora de tirar selfies dá para ver os poros do rosto.
Se a casa está uma bagunça, o modo ""Retrato"" é ótimo, pois esmaece o fundo automaticamente.",5
A câmera frontal poderia ser melhor,5
"Celular perfeito, bateria excelente e câmara perfeita .",5
"Celular muito bom! Claro que a câmera não é a melhor de todas l, mas tirando isso eu comprei já faz bastante tempo e nunca tive problemas, muito pelo contrário!",5
"Qualidade da câmera e reconhecimento facial ótimos, ja a bateria bom",5
"Perfeito, chegou em menos de 1 semana, e é o melhor celular que já tive, único problema foi ter vindo sem a nota fiscal.",5
"Gostei bastante, deu um problema o telefone e eles foram super solícitos e preocupados em efetuar a troca, pagar frete, etc. Muito bom",5
Ótimo produto já comprei faz um ano,5
"Ótima camêra, desempenho excelente e boa bateria, recomendo.",5
"Your browser does not support HTML5 video.
 Celular de ótima qualidade. Parabéns a empresa o produto chegou uma semana antes do previsto amei.",5
Ótima qualidade 😘😘😘,5
"Adorei, celular muito bom mesmo, recomendo.
Entrega no prazo, excelente!
🙏🏾",5
"Não tem nada que eu não tenha gostado, ele é bom em todos os aspectos e chegou rápido, estou com ele já faz 18 dias e não deu nenhum bug",5
Veio em perfeito estado. Lembrem se que não vem com fone de ouvido e vão precisar de adaptador pois o carregador é com entrada diferente da do Brasil. Mas o celular é muito bom veio tudo certinho,5
"produto excelente, chegou antes do prazo, nada a reclamar.",5
Muito bom,5
Excelente produto.,5
Ótimo,5
"Veio funcionando perfeitamente, o único problema foi a fonte que não entra na tomada",5
O celular feio lacrado e é original verão global da Xiaomi. O produto é incrível é até o momento não apresenta nenhuma falha.,5
"Celular muito bom, dependendo do jogo ele roda limpo, tenho jogado Genshin Impact e tenho conseguido jogar de boa. A bateria poderia ser melhor já que é um celular pra jogo.
Um ponto negativo é que o MIUI do aparelho é o 12.2 e minha amiga que tem o mesmo modelo de celular está com MIUI 12.4.",5
"Celular maravilhoso e lindo!!!
Super recomendo.",5
"O celular, sevm dúvidas, superou minhas expectativas. Presenteei a esposa e ela achou o maximo!!!",5
Muito bom.,5
"O aparelho é de muito boa qualidade, câmera ótima, bateria dura bastante, design bonito. O carregador veio no padrão brasileiro. Muito satisfeita com a compra.",5
Muito bom,5
Ótimo produto. Uso diariamente,5
"Era o que eu esperava, tanto em câmera, quanto bateria e desempenho, sabendo configurá-lo fica melhor ainda.",5
"Ótimo celular. Bateria muito eficiente, ótimas câmeras.",5
"Não avaliei o reconhecimento facial, pois não utilizei ainda, mais estou super satisfeita com o celular é top!",5
"Maravilhoso,super recomendo",5
"Celular incrível, câmera muito boa, qualidade de áudio, mas esquenta muito, e a bateria não tem durado tanto.
Entrega super rápida, bem antes do prazo.",5
Muito bom,5
Celular muito bom embora eu tive um probleminha com a forma de pagamento mas chegou no prazo e resolvi super rápido o problema também .,5
Ótimo,5
"Produto muito bom, funcional, infelizmente veio sem fones de ouvido e o carregador ainda é das tomadas antigas.",5
Sistema operacional excelente,5
"otimo telefone , nada a reclamar",5
"Comprei no vendedor ""MC ELETRÔNICOS"". Produto original, fiel à descrição, chegou rápido. É um ótimo aparelho.",5
Goste muito do produto veio rápido e ótima qualidade,5
Muito bom,5
"Chegou tudo certo, ótimo celular",5
"Parabéns, chegou rápido pelo correio, e tudo certo.",5
"Qualidade ótima, chegou antes do prazo, muito bom!!",5
Produto excelente dispensa comentários.,5
Recebi o produto no prazo excelente,5
"Lindo! Venho muito bem embalado.
Chegou tudo certinho e bem rápido, recebi em 10 dias depois do pagamento",5
Smartphone sensacional com excelente custo benefício! Uma verdadeira máquina!,5
"Reconhecimento facial rápido e preciso
Duração da bateria muito boa, comigo dura um dia inteiro, com uso pesado.
Qualidade da câmera, deixa um pouco a desejar, mas pelo preço é uma ótima escolha.",5
muito bom o aparelho,5
"Muito bom o aparelho, pena não ter vindo com fone de ouvido, mas fora isso é muito bom.",5
Perfeito,5
"Produto de qualidade muito boa. Valeu muito a pena pelo custo benefício.
Apesar de terem demorado postar e ter chegado atrasado.",5
Excelente produto conforme anunciado. Parabéns,5
"Muito bonito, câmeras boas e desempenho razoável, já veio com capa de proteção transparente e carregador na caixa, não encontrei nada equivalente pelo mesmo preço",5
"A notinha vem do lado de fora da embalagem, veio a versão global, carregador certinho, muito bem embaladinho. O aparelho é MUITO bom, rápido, várias funções inteligentes e facilita muito as coisas, alem de ser rápido, camera boa, som bem alto.",5
"adorei cada detalhe do celular, jogando o dia inteiro a bateria morre la pelas 19 horas, começo usando o celular as 7 da manha .apesar de nao ter vindo nota fiscal, o aparelho em si é ótimo!!!

superou expectativas",5
"Produto incrível,melhor celular que já tive",5
Tinha medo com o chines mas não me arrependo. Bateria dura bem e câmera excelente. Ótimo smart.,5
"Gostei o produto, atendeu a minha expectativa.",5
Muito bom o celular,5
EXCELENTE APARELHO.,5
Amei,5
É o melhor celular que já tive sem dúvidas,5
"Celular bom! Qualidade das fotos top. Mas a bateria que dura 1 dia, achei que durasse mais.",5
Ótimo celular! me surpreendir!,5
Produto ótimo,5
Muito bom,5
Tudo muito show.,5
"Gente pode confiar, ele entregou menos de duas semanas , parabéns pelo vendedor, veio hoje dia 19/03 , comprei dia 02/03, gostei, muito rápido, ainda veio a capa e a película de brinde amei de verdade, vendedor parabém.",5
"Otimo aparelho, não é o melhor da marca, porem é o que tem o melhor custo beneficio. Comprei 1 para mim a 1 ano e agora comprei outro para minha esposa.",5
Foi para presente. É maravilhoso. Aprovadíssimo.,5
"Aparelho atende perfeitamente as necessidades de um usuário estilo multiuso. Para quem gosta de tirar fotos, assistir vídeos, escutar sua música preferida, jogar um game chamado ""pesado"", etc... Nessa faixa de preço, creio que seja a compra mais coerente.",5
Nota 10,5
Otimo aparelho. Ja estou com ele a mqis de 1 ano e ainda funciona muito bem.,5
"Aparelho excelente. Chegou super rápido, antes do previsto.",5
"Bom celular, mas vendedor ficou devendo a nota fiscal",5
Óptimo aparelho.,5
Até então muito bom recomendo 👍,5
Excelente produto,5
"Gostei , atendeu minhas expectativas e boa qualidade,chegou com 7 dias .",5
"Produto muito bom, conforme o esperado",5
"excelente produto, uma pena que tenho que usar um adaptador para o carregador já que ele é meio fechado, lembro que pedi um aparelho preto mas a vendedora acabou derrubando e teve que trocar para o azul, não me importo muito com a cor, mas o azul é muito lindo.",5
"Redmi note 8 versão global chegou perfeito. Carregador modelo europeu (afinal é a versão global, não virá no padrão brasileiro né rs). Já é meu segundo Redmi note e é maravilhoso. Boa duração da bateria, ótima câmera. Super recomendo.",5
smartphone muito bom,5
Ótimo,5
Excelente aparelho e entregue no prazo estipulado,5
"A versão preta é muito linda, um dos telefones mais bonitos que tive. Se adequa as minhas necessidades e foi uma ótima compra em relação a custo benefício. Versão global, como descrito.",5
Excelente custo benefício! Não troco mais a marca!,5
"Ótima qualidade da câmera, reconhecimento facial ainda não testei e bateria acaba muito rápido.",5
"gostei do produto, eu recomendo atendeu a minha expectativa",5
"Excelente produto, não apresenta defeito nenhum, rápido, qualidade das fotos são incríveis, recomendo!",5
Além ter um desing lindo é super rapido.,5
Pr,5
"Boa noite!
Ameii meu celular😍, chegou em perfeito estado e bem antes da data de entrega, estava previsto para chegar dia 18/03 a dia 23/03, pois chegou hoje dia 16/03, ainda não mexii em tudo mas o pouco que mexii vi que ele é muito bom e rapido, estou apaixonada....
Detalhe: veio carregador, capinha e nota fiscal tudo certinho! Estão de parabéns.",5
"Produto excelente, original, de qualidade!",5
"excelente produto , custo benefico ótimo.",5
Um Celular 1000 vezes melhor que um iphone. Pelo custo e beneficio.,5
"Celular perfeito, gostei demais.",5
Produto de ótima qualidade e durabilidade.,5
"Veio bem embalado, chegou antes do prazo, chegou bem rápido, ótimo preço, ótima qualidade, recomendo o produto.",5
Excelente aparelho !,5
veio muito bem embalado película capinha nota fiscal carregador cabo tudo certinho parabéns company star ótima loja,5
Ótimo,5
Melhor aquisição para essa faixa de preço,5
É um bom celular pelo preço de venda.,5
"O produto e excelente, bateria dura o dia inteiro, câmera excelente,super rápido, e chegou bem antes do prazo!! Obs não veio com fone 😔",5
"Veio perfeito estado, com a nota fiscal, exatamente como é nas fotos e com os acessórios da descrição!! Super recomendo 😉",5
"Muito bom o celular gostei muito. Não tinha vindo a nota fiscal junto do celular, abri um email solicitando a DANFE e eles me enviaram via e-mail. Agora está tudo certo.",5
Sim um ótimo aparelho.,5
"Celular original, com nota fiscal, muito lindo como na foto. Simplesmente amei e estou muito satisfeita com a minha compra!",5
"Estou amando, produto de qualidade, entrega super rápida, vendedor atencioso.",5
"Amei a câmera, quantidade de gigas de armazenamento, designer e desempenho!!!!!",5
"Faz pouco tempo que adquiri mas estou gostando do aparelho pelo desempenho, câmera, recursos (possibilidade de identificação facial), etc. Quanto ao desempenho da bateria é igual as outras, dura, se usar menos.",5
"Amei o produto e a interface MIUI, única coisa q achei meio chatinha que eu lembre agr é o bluetooth q as vezes no meu fone da umas bugadas de leve qnd eu me distancio um pouco, sendo q é um distanciamento normal, mas fora isso o celular é ótimo, otimizado, fluido e com câmeras ótimas, e a bateria dele q mesmo com só 4000mah dura mais de um dia com uso normal.",5
Muito bom,5
"Celular excelente, fotos perfeitas, não trava e a bateria tem uma ótima duração.",5
"O redmi note 8 é ótimooo muito rápido e a bateria é bem durável, a versão é global, veio com carregador diferente do padrão Brasileiro mas é nada de mais. Veio com nota fiscal. O vendendor é muito competente e mandou com mimo e tudo merece mil estrelas. Bom trabalho!",5
Celular e ótimo!ótimo custo beneficio hoje em dia10/03/21 câmera excelente !recebi o aparelho em menos de uma semana!,5
Melhor câmera que existe. Recomendo! Bom pra jogos tbem. Não trava!,5
Bom,5
"Telefone maravilhoso , amando. Ótimo custo benefício.",5
chegou muito bem.,5
"Your browser does not support HTML5 video.
 Maravilhosooo. Ótima qualidade , câmera perfeita, memória excelente 🥰...",5
Ótimo produto. Com Nota Fiscal.,5
Gostei ótima qualidade,5
Uma excelente câmera para um celular com esse valor.,5
"Celular correspondeu a expectativa,efetuo de uma boa compra.",5
"Ótimo celular, estou gostando muito. Mas acreditava que a bateria fosse durar mais tempo.",5
"O celular é perfeito. Troquei de um moto g5 para esse e superou todas as expectativas. A bateria não é a das melhores quando se trata de jogos, mas se usado o celular normalmente a bateria encaixa no esperado de durar até 2 dias! A câmera poderia ser melhor, mas também estou satisfeito. Se o diferencial pra você for a câmera, vale a pena continuar pesquisando celulares. No mais, gostei do desempenho do celular, da beleza dele, também conta com grande disponibilidade de aplicativos, funções e temas. Tirando a grande quantidade de anúncios e aplicativos pré instalados (facilmente resolviveis), a Xiaomi não me decepcionou.",5
Telefone Muito bom ! Entrega rápida,5
"Excelente aquisição!!! Qualidade excepcional da câmera, da bateria e armazenamento. Adorei!!!",5
Produto muito bom e chegou antes do tempo previsto de entrega,5
"Simplesmente ameiii. Chegou super rápido, em 1 semana mais ou menos. Super bem embalado. Vi mt gente reclamando do carregador que não era padrão brasileiro, mas o meu veio certinho. O aparelho é original, excelente câmera ( da para tirar foto das estrela, oq eu achei o máximo) bateria dura o dia todo. Melhor compra que fiz. A NF foi entregue por e-mail. Comprei da loja Magazine gaya.",5
Um ótimo custo beneficio e consegue superar os modelos da serie 9. Recomendo!,5
"Ótimo produto entrega rápida mas, o carregador não veio no padrão brasileiro",5
Estou muito satisfeito com o produto,5
"Produto excelente, lindo, câmera maravilhosa. Entrega super rápida, em apenas um dia recebi o celular.",5
bonito,5
Muito bom produto,5
"Produto de qualidade, chegou antes do prazo.",5
Ótimo celular. Câmeras top e a bateria dura o dia inteiro mexendo nele.,5
Ótimo produto,5
"A entrega demorou (2 semanas), mas o produto chegou certinho.",5
TD,5
"Aparelho maravilhosoooo! O único ponto negativo é sobre o carregador, pois não veio no padrão brasileiro.",5
"O celular é espetacular, muito bom mesmo, faz jus a fama da competitividade com a Apple, a câmera é bem superior em qualidade de imagem. Indico e compraria novamente!",5
"O celular é como o esperado, muito bom por sinal. O único problema é que veio sem a nota fiscal, só vem aquela declaração de produto do correio.",5
"Completo em todos os sentidos (bateria, som, câmera, durabilidade). Nesse tempo o produto não apresentou problemas e ele é bem completo com um bom custo benefício. Recomendo!",5
"essa marca é sensacional, melhor custo benefício no mercado e o celular é top",5
"Muito bom!!! O custo-benefício é excelente. Vale muito a pena. Tem uma câmera muito boa, o sistema é rápido e eficiente, cumpre o que promete.",5
"Estou amando o celular é primeira vez que uso um xiaomi e gostei bastante câmera bem nítida sistema fácil de se adaptar a bateria dura em torno de um dia e meio com uso regular sem jogar, veio em perfeito estado e com carregador padrão, chegou super rápido em dois dias úteis única coisa que faltou foi a nota fiscal que não veio.",5
otimo,5
"Celular perfeito, e melhor custo beneficio atualmente, porém não vem com carregador padrão brasileiro, o que torna meio frustrante ter que usar adaptador.",5
muito bom,5
Gostei,5
produto oferece o que propõe.,5
"Já era cliente Xiaomi, amo a marca e super recomendo, sem dúvidas a maior dor de cabaça da Samsung atualmente...
A loja também, está de parabéns, entregaram em 2 dias...
Veio padrão Europeu com carregador achatado, mas é original e uma diferença, é que o padrão Europeu só tem o nome da marca Redmi gravado atrás, o padrão Americano tem algumas infos a mais, o que deixa o Europeu mais bonito.",5
"Estou usando há pouco mais de 2 semanas.
Nunca fui de me interessar pelas tecnologias, então esse celular serve para meu uso.
Não sei se rodam jogos e processamentos mais complexos.
Espero que dure uns 6 anos hehe",5
Ótima câmera,5
Ótimo custo benefício,5
"Carregador não é padrão Brasileiro, mas fora isso, está perfeito, funciona muito bem, é original é estou mt satisfeito com o tempo de entrega é com a mercadoria!!",5
Smartphone muito bom.,5
"A qualidade da bateria é espetacular e a qualidade da câmera é excelente, celular Top.",5
